,scores,weight,cluster,mean,var,date,doc_id
1,0.004,0.2,11,0.002,4e-06,2017-08-04,129
0,-0.32905,0.1,12,-0.32905,0.0,2017-08-04,129
0,-0.00039999999999999975,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
1,-0.08439999999999999,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
2,0.0,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
3,0.1867,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
4,0.004,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
5,-0.102275,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
6,0.0,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
7,0.14823333333333333,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
8,0.0,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
9,-0.2716,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
10,-0.041371428571428566,0.16923076923076924,1,-0.01464664502164502,0.013413463229441917,2009-09-08,130
0,0.3822,0.09230769230769231,3,0.1263,0.031411543333333326,2009-09-08,130
1,0.0,0.09230769230769231,3,0.1263,0.031411543333333326,2009-09-08,130
2,0.3716,0.09230769230769231,3,0.1263,0.031411543333333326,2009-09-08,130
3,0.004,0.09230769230769231,3,0.1263,0.031411543333333326,2009-09-08,130
4,0.0,0.09230769230769231,3,0.1263,0.031411543333333326,2009-09-08,130
5,0.0,0.09230769230769231,3,0.1263,0.031411543333333326,2009-09-08,130
0,0.004,0.06153846153846154,7,-0.019725,0.004738236875,2009-09-08,130
1,-0.1338,0.06153846153846154,7,-0.019725,0.004738236875,2009-09-08,130
2,0.0509,0.06153846153846154,7,-0.019725,0.004738236875,2009-09-08,130
3,0.0,0.06153846153846154,7,-0.019725,0.004738236875,2009-09-08,130
0,0.004,0.06153846153846154,8,0.002,4e-06,2009-09-08,130
1,0.004,0.06153846153846154,8,0.002,4e-06,2009-09-08,130
2,0.0,0.06153846153846154,8,0.002,4e-06,2009-09-08,130
3,0.0,0.06153846153846154,8,0.002,4e-06,2009-09-08,130
0,0.0989,0.015384615384615385,10,0.0989,0.0,2009-09-08,130
0,0.0018000000000000002,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
1,0.0989,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
2,-0.07614,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
3,0.001066666666666667,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
4,-0.00039999999999999975,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
5,0.0,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
6,0.004,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
7,0.0,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
8,0.004,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
9,-0.1486,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
10,0.023725000000000003,0.16923076923076924,12,-0.00833166666666667,0.0034087545126262626,2009-09-08,130
0,0.022475000000000002,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
1,0.0,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
2,0.0,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
3,0.1016,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
4,0.0,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
5,0.02966666666666667,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
6,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
7,-0.10676666666666666,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
8,-0.1338,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
9,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
10,0.047,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
11,-0.19023333333333334,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
12,0.3281,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
13,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
14,0.0,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
15,-0.0048,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
16,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
17,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
18,-0.20930000000000004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
19,0.0,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
20,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
21,0.3694,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
22,-0.034025,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
23,0.0,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
24,0.1867,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
25,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
26,0.0,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
27,0.004,0.4307692307692308,13,0.015643452380952383,0.01416546702558107,2009-09-08,130
0,0.0,0.08108108108108109,1,-0.08916666666666667,0.003975347222222223,2010-02-03,131
1,-0.13375,0.08108108108108109,1,-0.08916666666666667,0.003975347222222223,2010-02-03,131
2,-0.13375,0.08108108108108109,1,-0.08916666666666667,0.003975347222222223,2010-02-03,131
0,-0.1004,0.02702702702702703,8,-0.1004,0.0,2010-02-03,131
0,-0.0048,0.2702702702702703,10,-0.12740583333333333,0.022103275347916666,2010-02-03,131
